AGE/TIME,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000,1010,1020,1030,1040,1050,1060,1070,1080,1090,1100
18,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
26,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
27,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
28,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0,0,0
29,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0,0,0
30,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0,0,0
31,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0,0
32,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0,0
33,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0,0
34,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0
35,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0
36,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0,0
37,50,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0
38,50,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0
39,50,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0,0
40,50,50,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0
41,50,50,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0
42,50,50,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0,0
43,50,50,50,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0
44,50,50,50,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0
45,50,50,50,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0,0
46,50,50,50,50,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0
47,50,50,50,50,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0
48,50,50,50,50,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0,0
49,50,50,50,50,50,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0
50,50,50,50,50,50,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0
51,50,50,50,50,50,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0,0
52,50,50,50,50,50,50,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0
53,50,50,50,50,50,50,50,50,50,50,50,50,50,49,48,47,46,45,44,43,42,41,40,39,38,38,37,37,36,36,35,35,34,33,32,31,30,29,28,27,26,25,24,23,22,21,20,19,18,16,14,12,10,8,6,4,2,1,0,0
